english,urdu
"But when We eased them of the torment, behold! they broke their word.",مگر جوں ہی کہ ہم ان پر سے عذاب ہٹا دیتے وہ اپنی بات سے پھر جاتے تھے
"Indeed We have honoured the children of Adam, and carried them over land and sea, provided them with good things for their sustenance, and exalted them over many of Our creatures.",بے شک ہم نے اولادِ آدم کو بڑی عزت و بزرگی دی ہے اور ہم نے انہیں خشکی اور تری میں سوار کیا (سواریاں دیں) پاک و پاکیزہ چیزوں سے روزی دی اور انہیں اپنی مخلوقات پر (جو بہت ہیں) فضیلت دی۔
"Or, Who originates the creation, then reproduces it and Who gives you sustenance from the heaven and the earth. Is there a god With Allah? Say: Bring your proof if you are truthful.",یا کون ہے جو خلق کی ابتدا کرتا ہے اور پھر دوبارہ بھی وہی پیدا کرے گا اور کون ہے جو آسمان اور زمین سے رزق عطا کرتا ہے کیا خدا کے ساتھ کوئی اور بھی معبود ہے آپ کہہ دیجئے کہ اگر تم اپنے دعویٰ میں سچے ہو تو اپنی دلیل لے آؤ
We shall be responsible for its collection and its recitation.,اس کا جمع کرنا اور (آپ کی زبان سے) پڑھنا ہمارے ذمہ ہے
"And he said to him whom he knew would be delivered of the two: Remember me with your lord; but the Shaitan caused him to forget mentioning (it) to his lord, so he remained in the prison a few years.",اور دونوں شخصوں میں سے جس کی نسبت (یوسف نے) خیال کیا کہ وہ رہائی پا جائے گا اس سے کہا کہ اپنے آقا سے میرا ذکر بھی کرنا لیکن شیطان نے ان کا اپنے آقا سے ذکر کرنا بھلا دیا اور یوسف کئی برس جیل خانے میں رہے
"Avi, you hear the man? He's talking to you.",آوی ۔۔تم نے سنا یہ کیا کہہ رہے ہیں۔ یہ بات انھوں نے تم سے کہی ہے
"I mean, he's in a crack. Who the hell waits in a crack?",میرا مطلب تھا کہ وہ ایک دراڑ میں ہے۔ اور ایک دراڑ میں کون پاگل پھنسا رہے گا؟
"And should the truth follow their low desires, surely the heavens and the earth and all those who are therein would have perished. Nay! We have brought to them their reminder, but from their reminder they turn aside.",اور اگر حق لوگوں کی خواہشات کی پیروی کرتا تو آسمان و زمین اور جو ان کے اندر ہے سب درہم برہم ہو جاتے۔ بلکہ ہم تو ان کے پاس نصیحت لے کر آئے مگر وہ اپنی نصیحت سے ہی روگردانی کرتے ہیں۔
"But, why was she given this important job? Richard Grabman explained the situation in his blog The Mex Files:",لیکن، اسے یہ اہم کام کیوں دیا گیا؟ رچرڈ گریبمن اپنے بلاگ دی میکس فائلز میں صورت حال بیان کرتا ہے:
"God has indeed fulfilled the vision He vouchsafed to His Messenger truly: 'You shall enter the Holy Mosque, if God wills, in security, your heads shaved, your hair cut short, not fearing.' He knew what you knew not, and appointed ere that a nigh victory.",یقیناً اللہ تعالیٰ نے اپنے رسول کو خواب سچا دکھایا کہ انشاءاللہ تم یقیناً پورے امن وامان کے ساتھ مسجد حرام میں داخل ہوگے سرمنڈواتے ہوئے اور سر کے بال کترواتے ہوئے (چین کے ساتھ) نڈر ہو کر، وه ان امور کو جانتا ہے جنہیں تم نہیں جانتے، پس اس نے اس سے پہلے ایک نزدیک کی فتح تمہیں میسر کی
Left in the hands of forces incompentes:,فورسز incompentes کے ہاتھوں میں بائیں:
"""To bring up to you every well-versed sorcerer.""",کہ وہ تیرے پاس لے آئیں ہر بڑے جادوگر دانا کو
"So when the sacred months have passed away, then slay the idolaters wherever you find them, and take them captives and besiege them and lie in wait for them in every ambush, then if they repent and keep up prayer and pay the poor-rate, leave their way free to them; surely Allah is Forgiving, Merciful.",پس جب حرام مہینے گزر جائیں تو مشرکین کو قتل کرو جہاں پاؤ اور انہیں پکڑو اور گھیرو اور ہر گھات میں اُن کی خبر لینے کے لیے بیٹھو پھر اگر وہ توبہ کر لیں اور نماز قائم کریں اور زکوٰۃ دیں تو انہیں چھوڑ دو اللہ درگزر کرنے والا اور رحم فرمانے والا ہے
And who do not incline towards indecent matters.,اور لغو باتوں سے اعراض کرنے والے ہیں
"He it is Who creates for the first time and He it is Who will create again,",بے شک وہی پہلے پیدا کرتا ہے اور دوبارہ پیدا کرے گا
Extraction not performed,نکالنا عمل میں نہیں لایا گیا
"Whoever does that, out of hostility and wrongdoing, We will cast him into a Fire. And that would be easy for God.",اور جو کوئی تعدی اور ظلم سے ایسا کرے گا تو ہم عنقریب اسے (دوزخ کی) آگ میں ڈال دیں گے، اور یہ اللہ پر بالکل آسان ہے،
Attention! - Rapunzel!,- میں Rapunzel!
"Those who spend (benevolently) in ease as well as in straitness, and those who restrain (their) anger and pardon men; and Allah loves the doers of good (to others).",جو خوشی اور تکلیف میں خرچ کرتے ہیں اور غصہ ضبط کرنے والے ہیں اور لوگوں کو معاف کرنے والے ہیں اور الله نیکی کرنے والوں کو دوست رکھتا ہے
"They said: ""Even so says your Lord. Verily, He is the All-Wise, the All-Knower.""",انہوں نے کہا تمہارے رب نے یونہی فرمادیا، اور وہی حکیم دانا ہے،
"Beautified for mankind is love of the joys (that come) from women and offspring; and stored-up heaps of gold and silver, and horses branded (with their mark), and cattle and land. That is comfort of the life of the world. Allah! With Him is a more excellent abode.",لوگوں کے لئے ان خواہشات کی محبت (خوب) آراستہ کر دی گئی ہے (جن میں) عورتیں اور اولاد اور سونے اور چاندی کے جمع کئے ہوئے خزانے اور نشان کئے ہوئے خوبصورت گھوڑے اور مویشی اور کھیتی (شامل ہیں)، یہ (سب) دنیوی زندگی کا سامان ہے، اور اﷲ کے پاس بہتر ٹھکانا ہے،
"For example, Shivani Mohan, a corporate communication professional from India, tweeted:",جیسے کہ بھارت سے کارپوریٹ مواصلات پیشہ ور شوانی موہن نے کہا:
"- I don't know, what... - I know what you're doing, - ahh, I don't know..","³×°، ¹"" اد´آءِ ¾ث¾ئ ا×""َ ءِؤر؛¸ءِ"
"Ramsey, open it up for us. Copy that.",ریمسی، ہمارے لئے اسے کھولو.
Where the sky is lead And the earth is stone,آسمان کی برتری حاصل ہے اور زمین پتھر ہے جہاں
"Is it not that whenever they made a covenant, a part of them would cast it away? Rather, the majority of them do not have faith.",یہ لوگ جب کبھی کوئی عہد کرتے ہیں توان کی ایک نہ ایک جماعت اسے توڑ دیتی ہے، بلکہ ان میں سے اکثر ایمان سے خالی ہیں
"But the favour you oblige me with is that you have enslaved the children of Israel.""",اور یہی (پرورش وغیرہ کا) وہ احسان ہے جو تو مجھے جتا رہا ہے جب کہ تو نے بنی اسرائیل کو غلام بنا رکھا ہے۔
A force for good? You know what’s a force for good? Democracy.,خیر کی طاقت؟ آپ جانتے ہیں خیر کی طاقت کیا ہوتی ہے؟ جمہوریت۔
"And verily, for those who do wrong, there is a portion of torment like to the evil portion of torment (which came for) their likes (of old), so let them not ask Me to hasten on!",کچھ شک نہیں کہ ان ظالموں کے لئے بھی (عذاب کی) نوبت مقرر ہے جس طرح ان کے ساتھیوں کی نوبت تھی تو ان کو مجھ سے (عذاب) جلدی نہیں طلب کرنا چاہیئے
and raised its vault high and proportioned it;,اس نے آسمان کے تمام کرّوں (ستاروں) کو (فضائے بسیط میں پیدا کر کے) بلند کیا، پھر ان (کی ترکیب و تشکیل اور افعال و حرکات) میں اعتدال، توازن اور استحکام پیدا کر دیا،
The man was given a life sentence.,اس آدمی کو سزائے موت دی گئی ہے۔
"they give food, for the love of Him, to the needy, the orphan, the captive:",یہ اس کی محبت میں مسکینً یتیم اور اسیر کو کھانا کھلاتے ہیں
"Your creation and your resurrection will not be but as that of a single soul. Indeed, Allah is Hearing and Seeing.",تم سارے انسانوں کو پیدا کرنا اور پھر دوبارہ جِلا اُٹھانا تو (اُس کے لیے) بس ایسا ہے جیسے ایک متنفس کو (پیدا کرنا اور جِلا اٹھانا) حقیقت یہ ہے کہ اللہ سب کچھ سُننے اور دیکھنے والا ہے
It is not for me to repel those who choose to believe.,میرا یہ کام نہیں ہے کہ جو ایمان لائیں ان کو میں دھتکار دوں
WHAT DO YOU WANT TO TALK ABOUT?,آپ بارے میں بات کرنا چاہتے ہیں؟
"Sir, we've been attacked. we need to get you out of here immediately.",سر ہم پر حملہ ہوا ہے، آپ کو یہاں سے فوراً نکلنا ہوگا
"It was said: O Nuh! descend with peace from Us and blessings on you and on the people from among those who are with you, and there shall be nations whom We will afford provisions, then a painful punishment from Us shall afflict them.",ارشاد ہوا۔ اے نوح(ع) اترو۔ ہماری طرف سے سلامتی اور برکتیں ہوں تم پر اور ان گروہوں پر جو تمہارے ساتھ ہیں (یا بالفاظ مناسب تمہارے ساتھ والوں سے پیدا ہونے والی نسلوں پر) اور تمہارے بعد کچھ ایسے گروہ بھی ہوں گے جنہیں ہم کچھ مدت کیلئے (دنیاوی) فائدہ اٹھانے کا موقع دیں گے پھر (انجامِ کار) انہیں ہماری طرف سے دردناک عذاب پہنچے گا۔
